team_1,team_2,team_1_out,team_2_out,Team_1_win_%,Team_2_win_%,homeTeam,date,winner
Mavericks,Nuggets,"['Tyler Dorsey', ' McKinley Wright IV']","['Michael Porter Jr.', ' Collin Gillespie', ' Jack White']",0.5416666666666666,0.5833333333333334,Nuggets,2022-12-06,Mavericks
Clippers,Magic,"['Jason Preston', ' Marcus Morris Sr.', ' Moussa Diabate', ' Norman Powell', ' John Wall']","['Wendell Carter Jr.', ' Gary Harris', ' Jalen Suggs', ' Chuma Okeke', ' Jonathan Isaac']",0.5384615384615384,0.23076923076923078,Magic,2022-12-07,Magic
Hornets,Nets,"['Gordon Hayward', ' Dennis Smith Jr.', ' Mark Williams', ' Cody Martin', ' LaMelo Ball']","['Ben Simmons', ' Yuta Watanabe', ' Kessler Edwards', "" Day'Ron Sharpe"", ' Alondes Williams', ' David Duke Jr.']",0.28,0.5384615384615384,Nets,2022-12-07,Nets
Hawks,Knicks,"['John Collins', "" De'Andre Hunter"", ' Tyrese Martin', ' Trent Forrest']","['DaQuan Jeffries', ' Ryan Arcidiacono', ' Trevor Keels']",0.52,0.48,Knicks,2022-12-07,Knicks
Lakers,Raptors,"['Scotty Pippen Jr.', ' Anthony Davis', ' LeBron James', ' Cole Swider']","['Juancho Hernangomez', ' Precious Achiuwa', ' Otto Porter Jr.']",0.4166666666666667,0.52,Raptors,2022-12-07,Raptors
Wizards,Bulls,"['Devon Dotson', ' Delon Wright', ' Johnny Davis', ' Vernon Carey Jr.', ' Rui Hachimura', ' Isaiah Todd']","['Lonzo Ball', ' Javonte Green', ' Kostas Antetokounmpo', ' Marko Simonovic']",0.44,0.4166666666666667,Bulls,2022-12-07,Bulls
Thunder,Grizzlies,"['Luguentz Dort', ' Kenrich Williams', ' Ousmane Dieng', ' Lindy Waters III', ' Chet Holmgren']","['Desmond Bane', ' Vince Williams Jr.', ' Jake LaRavia', ' Kenneth Lofton Jr.', ' Kennedy Chandler', ' Danny Green']",0.44,0.64,Grizzlies,2022-12-07,Grizzlies
Kings,Bucks,"['Terence Davis', ' Neemias Queta', ' Chima Moneke']","['Joe Ingles', ' Wesley Matthews']",0.5652173913043478,0.75,Bucks,2022-12-07,Bucks
Pacers,Timberwolves,"['Chris Duarte', ' Daniel Theis']","['Karl-Anthony Towns', ' Taurean Prince', ' A.J. Lawson']",0.52,0.5,Timberwolves,2022-12-07,Timberwolves
Pistons,Pelicans,"['Isaiah Livers', ' Buddy Boeheim', ' Cade Cunningham', ' Braxton Key']","['Dereon Seabron', ' Kira Lewis Jr.', ' Brandon Ingram', ' Herbert Jones', ' E.J. Liddell']",0.25925925925925924,0.6666666666666666,Pelicans,2022-12-07,Pelicans
Warriors,Jazz,"['Andrew Wiggins', ' Draymond Green', ' Andre Iguodala', ' Stephen Curry']","['Johnny Juzang', ' Lauri Markkanen', ' Micah Potter', ' Mike Conley']",0.5,0.5555555555555556,Jazz,2022-12-07,Jazz
Celtics,Suns,"['Al Horford', ' Mfiondu Kabengele', ' JD Davison', ' Danilo Gallinari', ' Robert Williams III']","['Cameron Johnson', ' Duane Washington Jr.', ' Jae Crowder']",0.8076923076923077,0.64,Suns,2022-12-07,Celtics
Clippers,Heat,"['Jason Preston', ' Moussa Diabate', ' Kawhi Leonard', ' Terance Mann', ' Norman Powell']","['Kyle Lowry', ' Gabe Vincent', ' Jamal Cain', ' Omer Yurtseven']",0.5185185185185185,0.46153846153846156,Heat,2022-12-08,Heat
Rockets,Spurs,"[""Jae'Sean Tate"", ' Darius Days', ' Trevor Hudgins', ' Bruno Fernando']","['Blake Wesley', ' Dominick Barlow', ' Jeremy Sochan', ' Jakob Poeltl', ' Devin Vassell', ' Keita Bates-Diop']",0.28,0.28,Spurs,2022-12-08,Spurs
Nuggets,Trail Blazers,"['Michael Porter Jr.', ' Collin Gillespie', ' Jack White']","['Ibou Badji', ' Gary Payton II', ' Nassir Little', ' John Butler Jr.']",0.6,0.52,Trail Blazers,2022-12-08,Nuggets
Spurs,Heat,"['Blake Wesley', ' Dominick Barlow', ' Jeremy Sochan', ' Jakob Poeltl', ' Keita Bates-Diop']","['Nikola Jovic', ' Gabe Vincent', ' Jamal Cain', ' Omer Yurtseven']",0.3076923076923077,0.4444444444444444,Heat,2022-12-10,Spurs
Nets,Pacers,"['Nic Claxton', ' Ben Simmons', "" Royce O'Neale"", ' T.J. Warren', ' Kyrie Irving', ' Kevin Durant']","['Chris Duarte', ' Kendall Brown', ' Daniel Theis', ' Trevelin Queen']",0.5714285714285714,0.5185185185185185,Pacers,2022-12-10,Nets
Clippers,Wizards,"['Moussa Diabate', ' Reggie Jackson', ' Norman Powell']","['Bradley Beal', ' Delon Wright', ' Johnny Davis', ' Rui Hachimura', ' Will Barton', ' Monte Morris']",0.5357142857142857,0.4074074074074074,Wizards,2022-12-10,Clippers
Thunder,Cavaliers,"['Kenrich Williams', ' Ousmane Dieng', ' Lindy Waters III', ' Chet Holmgren']","['Ricky Rubio', ' Dean Wade', ' Dylan Windler', ' Donovan Mitchell', ' Kevin Love']",0.4230769230769231,0.6296296296296297,Cavaliers,2022-12-10,Cavaliers
Mavericks,Bulls,"['Josh Green', ' Tyler Dorsey', ' McKinley Wright IV', ' Maxi Kleber', ' Luka Doncic']","['Lonzo Ball', ' Javonte Green', ' Malcolm Hill', ' Kostas Antetokounmpo', ' Marko Simonovic']",0.5,0.44,Bulls,2022-12-10,Bulls
Celtics,Warriors,"['Al Horford', ' Mfiondu Kabengele', ' JD Davison', ' Danilo Gallinari', ' Robert Williams III']","['Andrew Wiggins', ' Patrick Baldwin Jr.', ' Ryan Rollins', ' James Wiseman', ' Andre Iguodala']",0.7777777777777778,0.5185185185185185,Warriors,2022-12-10,Warriors
Jazz,Nuggets,"['Simone Fontecchio', ' Johnny Juzang', ' Lauri Markkanen', ' Jordan Clarkson', ' Collin Sexton', ' Mike Conley']","['Michael Porter Jr.', ' Collin Gillespie', ' Jack White']",0.5172413793103449,0.6153846153846154,Nuggets,2022-12-10,Nuggets
Timberwolves,Trail Blazers,"['Karl-Anthony Towns', ' Josh Minott', ' Taurean Prince', ' Jordan McLaughlin']","['Ibou Badji', ' Gary Payton II', ' Nassir Little', ' John Butler Jr.']",0.5,0.5384615384615384,Trail Blazers,2022-12-10,Trail Blazers
Suns,Pelicans,"['Cameron Johnson', ' Duane Washington Jr.', ' Devin Booker', ' Jae Crowder']","['Dereon Seabron', ' Brandon Ingram', ' Herbert Jones', ' E.J. Liddell']",0.5925925925925926,0.6923076923076923,Pelicans,2022-12-11,Pelicans
Lakers,Pistons,"['Wenyen Gabriel', ' Scotty Pippen Jr.', ' Juan Toscano-Anderson', ' Cole Swider']","['Isaiah Livers', ' Buddy Boeheim', ' Cade Cunningham', ' Braxton Key']",0.4230769230769231,0.2413793103448276,Pistons,2022-12-11,Lakers
Kings,Knicks,"[""De'Aaron Fox"", ' Alex Len', ' Neemias Queta', ' Chima Moneke']","['Obi Toppin', ' DaQuan Jeffries', ' Ryan Arcidiacono', ' Trevor Keels']",0.56,0.5185185185185185,Knicks,2022-12-11,Knicks
Raptors,Magic,"['Ron Harper Jr.', ' Juancho Hernangomez', ' Jeff Dowtin Jr.', ' Otto Porter Jr.', ' Justin Champagnie']","['Wendell Carter Jr.', ' Gary Harris', ' Jalen Suggs', ' Jonathan Isaac', ' Chuma Okeke']",0.48148148148148145,0.2857142857142857,Magic,2022-12-11,Magic
Hornets,76ers,"['Dennis Smith Jr.', ' Gordon Hayward', ' LaMelo Ball', ' Mark Williams', ' Cody Martin']","['Tyrese Maxey', ' Julian Champagnie', ' Saben Lee']",0.25925925925925924,0.5384615384615384,76ers,2022-12-11,76ers
Bulls,Hawks,"['Lonzo Ball', ' Alex Caruso', ' Kostas Antetokounmpo', ' Marko Simonovic']","['John Collins', ' Dejounte Murray']",0.4230769230769231,0.5185185185185185,Hawks,2022-12-11,Hawks
Bucks,Rockets,"['Joe Ingles', ' Sandro Mamukelashvili', ' AJ Green', ' Wesley Matthews']","[""Jae'Sean Tate"", ' Darius Days']",0.7307692307692307,0.3076923076923077,Rockets,2022-12-11,Rockets
Heat,Pacers,"['Nikola Jovic', ' Gabe Vincent', ' Jamal Cain', ' Omer Yurtseven']","['Chris Duarte', ' Kendall Brown', ' Daniel Theis', ' Trevelin Queen']",0.4642857142857143,0.5,Pacers,2022-12-12,Heat
Nets,Wizards,"[""Royce O'Neale"", ' Kessler Edwards', ' Alondes Williams', ' David Duke Jr.']","['Bradley Beal', ' Delon Wright', ' Johnny Davis', ' Rui Hachimura', ' Isaiah Todd', ' Vernon Carey Jr.']",0.5862068965517241,0.39285714285714285,Wizards,2022-12-12,Nets
Hawks,Grizzlies,"['John Collins', ' Bogdan Bogdanovic', ' Dejounte Murray', ' Trae Young']","['Ja Morant', ' Desmond Bane', ' Danny Green', ' Vince Williams Jr.', ' Steven Adams']",0.5,0.6666666666666666,Grizzlies,2022-12-12,Grizzlies
Thunder,Mavericks,"['Jaylin Williams', ' Kenrich Williams', ' Ousmane Dieng', ' Lindy Waters III', ' Chet Holmgren']","['Josh Green', ' Davis Bertans', ' McKinley Wright IV']",0.4074074074074074,0.5185185185185185,Mavericks,2022-12-12,Mavericks
Cavaliers,Spurs,"['Ricky Rubio', ' Dean Wade', ' Dylan Windler', ' Mamadi Diakite']","['Jakob Poeltl', ' Blake Wesley', ' Keita Bates-Diop']",0.6071428571428571,0.3333333333333333,Spurs,2022-12-12,Spurs
Timberwolves,Trail Blazers,"['Karl-Anthony Towns', ' Taurean Prince', ' Jordan McLaughlin']","['Ibou Badji', ' John Butler Jr.', ' Nassir Little', ' Greg Brown III']",0.48148148148148145,0.5555555555555556,Trail Blazers,2022-12-12,Trail Blazers
Celtics,Clippers,"['Al Horford', ' JD Davison', ' Danilo Gallinari', ' Robert Williams III']","['Jason Preston', ' Norman Powell']",0.75,0.5517241379310345,Clippers,2022-12-12,Clippers
Kings,76ers,"['Alex Len', ' Chima Moneke']","['Tyrese Maxey', ' Julian Champagnie', "" De'Anthony Melton"", ' Saben Lee']",0.5384615384615384,0.5555555555555556,76ers,2022-12-13,76ers
Warriors,Bucks,"['Ty Jerome', ' Andrew Wiggins', ' Ryan Rollins', ' James Wiseman', ' Andre Iguodala']","['Jrue Holiday', ' Joe Ingles', ' Sandro Mamukelashvili']",0.5,0.7407407407407407,Bucks,2022-12-13,Bucks
Suns,Rockets,"['Cameron Johnson', ' Duane Washington Jr.', ' Jae Crowder', ' Devin Booker']","[""Jae'Sean Tate"", ' Darius Days']",0.5714285714285714,0.3333333333333333,Rockets,2022-12-13,Rockets
Pelicans,Jazz,"['Dereon Seabron', ' Brandon Ingram', ' E.J. Liddell']","['Simone Fontecchio', ' Johnny Juzang', ' Collin Sexton', ' Micah Potter']",0.6666666666666666,0.5333333333333333,Jazz,2022-12-13,Jazz
Celtics,Lakers,"['Al Horford', ' JD Davison', ' Danilo Gallinari', ' Robert Williams III']","['Wenyen Gabriel', ' Scotty Pippen Jr.', ' Juan Toscano-Anderson', ' Cole Swider']",0.7586206896551724,0.4074074074074074,Lakers,2022-12-13,Celtics
Pistons,Hornets,"['Isaiah Livers', ' Buddy Boeheim', ' Cade Cunningham', ' Braxton Key']","['Dennis Smith Jr.', ' Gordon Hayward', ' Mark Williams', ' Cody Martin']",0.26666666666666666,0.25,Hornets,2022-12-14,Pistons
Warriors,Pacers,"['Andrew Wiggins', ' Ryan Rollins', ' James Wiseman', ' Klay Thompson', ' Andre Iguodala']","['Chris Duarte', ' Kendall Brown', ' Trevelin Queen', ' Daniel Theis']",0.4827586206896552,0.5172413793103449,Pacers,2022-12-14,Pacers
Hawks,Magic,"['John Collins', ' Dejounte Murray']","['Wendell Carter Jr.', ' Gary Harris', ' Jalen Suggs', ' Jonathan Isaac', ' R.J. Hampton', ' Chuma Okeke']",0.4827586206896552,0.3103448275862069,Magic,2022-12-14,Magic
Kings,Raptors,"['Alex Len', ' Chima Moneke']","['Ron Harper Jr.', ' Jeff Dowtin Jr.', ' O.G. Anunoby', ' Justin Champagnie', ' Otto Porter Jr.']",0.5555555555555556,0.4642857142857143,Raptors,2022-12-14,Kings
Knicks,Bulls,"['Obi Toppin', ' DaQuan Jeffries', ' Ryan Arcidiacono', ' Trevor Keels']","['Lonzo Ball', ' Malcolm Hill', ' Kostas Antetokounmpo', ' Ayo Dosunmu', ' Marko Simonovic']",0.5357142857142857,0.4074074074074074,Bulls,2022-12-14,Knicks
Heat,Thunder,"['Jimmy Butler', ' Nikola Jovic', ' Gabe Vincent', ' Jamal Cain', ' Omer Yurtseven']","['Jaylin Williams', ' Kenrich Williams', ' Ousmane Dieng', ' Lindy Waters III', ' Chet Holmgren', ' Jeremiah Robinson-Earl']",0.4827586206896552,0.39285714285714285,Thunder,2022-12-14,Heat
Trail Blazers,Spurs,"['Ibou Badji', ' Gary Payton II', ' Nassir Little', ' Greg Brown III', ' John Butler Jr.']","['Blake Wesley', ' Romeo Langford', ' Jakob Poeltl', ' Zach Collins']",0.5714285714285714,0.32142857142857145,Spurs,2022-12-14,Trail Blazers
Cavaliers,Mavericks,"['Ricky Rubio', ' Dylan Windler', ' Mamadi Diakite', ' Dean Wade']","['Josh Green', ' Maxi Kleber']",0.6206896551724138,0.5,Mavericks,2022-12-14,Cavaliers
Wizards,Nuggets,"['Bradley Beal', ' Delon Wright', ' Johnny Davis', ' Vernon Carey Jr.', ' Rui Hachimura', ' Isaiah Todd']","['Michael Porter Jr.', ' Collin Gillespie', ' Jack White', ' Peyton Watson']",0.3793103448275862,0.6296296296296297,Nuggets,2022-12-14,Nuggets
Timberwolves,Clippers,"['Karl-Anthony Towns', ' Taurean Prince', ' Jordan McLaughlin', "" D'Angelo Russell""]","['Jason Preston', ' Moussa Diabate', ' Norman Powell', ' John Wall']",0.4642857142857143,0.5666666666666667,Clippers,2022-12-14,Clippers
Heat,Rockets,"['Victor Oladipo', ' Kyle Lowry', ' Dewayne Dedmon', ' Gabe Vincent', ' Omer Yurtseven']","[""Jae'Sean Tate"", ' Darius Days']",0.5,0.32142857142857145,Rockets,2022-12-15,Heat
Bucks,Grizzlies,"['Jrue Holiday', ' Joe Ingles', ' Sandro Mamukelashvili', ' Serge Ibaka']","['Desmond Bane', ' Danny Green', ' Vince Williams Jr.', ' Kenneth Lofton Jr.']",0.7142857142857143,0.6785714285714286,Grizzlies,2022-12-15,Grizzlies
Pelicans,Jazz,"['Dereon Seabron', ' Brandon Ingram', ' E.J. Liddell', ' Jose Alvarado']","['Simone Fontecchio', ' Johnny Juzang', ' Collin Sexton', ' Micah Potter']",0.6428571428571429,0.5483870967741935,Jazz,2022-12-15,Jazz
Suns,Clippers,"['Cameron Johnson', ' Duane Washington Jr.', ' Deandre Ayton', ' Cameron Payne', ' Jae Crowder']","['Ivica Zubac', ' Paul George', ' Kawhi Leonard', ' Reggie Jackson', ' Norman Powell']",0.5862068965517241,0.5483870967741935,Clippers,2022-12-15,Suns
Wizards,Clippers,"['Bradley Beal', ' Delon Wright', ' Rui Hachimura', ' Isaiah Todd']","['Ivica Zubac', ' Paul George', ' Reggie Jackson', ' Norman Powell']",0.36666666666666664,0.5625,Clippers,2022-12-17,Clippers
Heat,Spurs,"['Kyle Lowry', ' Caleb Martin', ' Gabe Vincent', ' Jamal Cain', ' Omer Yurtseven']","['Blake Wesley', ' Josh Richardson', ' Dominick Barlow', ' Romeo Langford']",0.5161290322580645,0.3103448275862069,Spurs,2022-12-17,Heat
Mavericks,Cavaliers,"['Spencer Dinwiddie', ' Josh Green', ' Tyler Dorsey', ' McKinley Wright IV', ' Maxi Kleber', ' Luka Doncic']","['Ricky Rubio', ' Dean Wade', ' Dylan Windler', ' Mamadi Diakite', ' Isaiah Mobley']",0.5,0.6451612903225806,Cavaliers,2022-12-17,Cavaliers
Trail Blazers,Rockets,"['Jerami Grant', ' Ibou Badji', ' John Butler Jr.', ' Nassir Little']","[""Jae'Sean Tate"", ' Darius Days', ' Trevor Hudgins', ' Garrison Mathews', ' Josh Christopher']",0.5666666666666667,0.3103448275862069,Rockets,2022-12-17,Trail Blazers
Jazz,Bucks,"['Johnny Juzang', ' Collin Sexton']","['Joe Ingles', ' Khris Middleton', ' Giannis Antetokounmpo']",0.53125,0.7241379310344828,Bucks,2022-12-17,Bucks
Grizzlies,Thunder,"['Desmond Bane', ' Danny Green', ' Vince Williams Jr.', ' Jake LaRavia', ' Kenneth Lofton Jr.']","['Shai Gilgeous-Alexander', ' Darius Bazley', ' Ousmane Dieng', ' Chet Holmgren', ' Josh Giddey', ' Jeremiah Robinson-Earl']",0.6551724137931034,0.4,Thunder,2022-12-17,Thunder
Pelicans,Suns,"['Dereon Seabron', ' Brandon Ingram', ' E.J. Liddell']","['Cameron Johnson', ' Duane Washington Jr.', ' Deandre Ayton', ' Cameron Payne', ' Jae Crowder']",0.6206896551724138,0.6,Suns,2022-12-17,Suns
Magic,Celtics,"['Wendell Carter Jr.', ' Gary Harris', ' Jalen Suggs', ' Jonathan Isaac', ' Chuma Okeke']","['Jayson Tatum', ' Mfiondu Kabengele', ' JD Davison', ' Danilo Gallinari']",0.3548387096774194,0.7096774193548387,Celtics,2022-12-18,Magic
Knicks,Pacers,"['Obi Toppin', ' DaQuan Jeffries', ' Trevor Keels']","['Kendall Brown', ' Daniel Theis', ' Trevelin Queen']",0.5666666666666667,0.4838709677419355,Pacers,2022-12-18,Knicks
Nets,Pistons,"['Kessler Edwards', "" Day'Ron Sharpe"", ' Patty Mills', ' Alondes Williams', ' David Duke Jr.']","['Isaiah Livers', ' Buddy Boeheim', ' Cade Cunningham', ' Braxton Key']",0.6129032258064516,0.25,Pistons,2022-12-18,Nets
Warriors,Raptors,"['Andrew Wiggins', ' Andre Iguodala', ' Stephen Curry']","['Ron Harper Jr.', ' Jeff Dowtin Jr.', ' O.G. Anunoby', ' Justin Champagnie', ' Otto Porter Jr.']",0.4838709677419355,0.43333333333333335,Raptors,2022-12-18,Warriors
Bulls,Timberwolves,"['Lonzo Ball', ' Javonte Green', ' Dalen Terry', ' Malcolm Hill', ' Carlik Jones', ' Marko Simonovic']","['Rudy Gobert', ' Karl-Anthony Towns', ' Taurean Prince', ' Jordan McLaughlin']",0.3793103448275862,0.5,Timberwolves,2022-12-18,Timberwolves
Hornets,Nuggets,"['Dennis Smith Jr.', ' Mark Williams', ' Cody Martin']","['Michael Porter Jr.', ' Collin Gillespie', ' Jack White', ' Peyton Watson']",0.23333333333333334,0.6206896551724138,Nuggets,2022-12-18,Nuggets
Wizards,Lakers,"['Delon Wright', ' Rui Hachimura', ' Isaiah Todd']","['Wenyen Gabriel', ' Juan Toscano-Anderson', ' Anthony Davis', ' Cole Swider']",0.3548387096774194,0.4482758620689655,Lakers,2022-12-18,Lakers
Jazz,Cavaliers,"['Johnny Juzang', ' Kelly Olynyk', ' Collin Sexton']","['Ricky Rubio', ' Dean Wade', ' Dylan Windler', ' Mamadi Diakite', ' Isaiah Mobley']",0.5151515151515151,0.65625,Cavaliers,2022-12-19,Cavaliers
Raptors,76ers,"['Ron Harper Jr.', ' Jeff Dowtin Jr.', ' Precious Achiuwa', ' Otto Porter Jr.', ' Justin Champagnie']","['Furkan Korkmaz', ' Tyrese Maxey', ' Julian Champagnie', ' Saben Lee']",0.41935483870967744,0.5862068965517241,76ers,2022-12-19,76ers
Magic,Hawks,"['Wendell Carter Jr.', ' Jalen Suggs', ' Gary Harris', ' Jonathan Isaac', ' Chuma Okeke']","['Jarrett Culver', ' Clint Capela']",0.34375,0.5161290322580645,Hawks,2022-12-19,Hawks
Spurs,Rockets,"['Blake Wesley', ' Keldon Johnson', ' Josh Richardson', ' Dominick Barlow']","[""Jae'Sean Tate"", ' Darius Days', ' Trevor Hudgins', ' Garrison Mathews', ' Josh Christopher']",0.3333333333333333,0.3,Rockets,2022-12-19,Spurs
Mavericks,Timberwolves,"['Tim Hardaway Jr.', ' Josh Green', ' Tyler Dorsey', ' McKinley Wright IV', ' Maxi Kleber', ' Jaden Hardy']","['Rudy Gobert', ' Karl-Anthony Towns', ' Taurean Prince', ' Jordan McLaughlin']",0.4838709677419355,0.5161290322580645,Timberwolves,2022-12-19,Timberwolves
Bucks,Pelicans,"['Sandro Mamukelashvili', ' AJ Green', ' Khris Middleton']","['Dereon Seabron', ' Kira Lewis Jr.', ' Brandon Ingram', ' E.J. Liddell', ' Larry Nance Jr.']",0.7333333333333333,0.6,Pelicans,2022-12-19,Bucks
Trail Blazers,Thunder,"['Ibou Badji', ' John Butler Jr.', ' Nassir Little', ' Jusuf Nurkic']","['Jaylin Williams', ' Ousmane Dieng', ' Chet Holmgren', ' Tre Mann', ' Josh Giddey', ' Jeremiah Robinson-Earl']",0.5483870967741935,0.41935483870967744,Thunder,2022-12-19,Thunder
Lakers,Suns,"['Anthony Davis', ' Austin Reaves', ' LeBron James', ' Cole Swider']","['Cameron Johnson', ' Jock Landale', ' Duane Washington Jr.', ' Cameron Payne', ' Jae Crowder']",0.43333333333333335,0.6129032258064516,Suns,2022-12-19,Suns
Hornets,Kings,"['Terry Rozier', ' Dennis Smith Jr.', ' Mark Williams', ' Cody Martin', ' Bryce McGowens']","['Chima Moneke', ' Keon Ellis']",0.25806451612903225,0.5517241379310345,Kings,2022-12-19,Hornets
Jazz,Pistons,"['Johnny Juzang', ' Kelly Olynyk', ' Collin Sexton']","['Isaiah Livers', ' Cade Cunningham', ' Braxton Key', ' Buddy Boeheim']",0.5294117647058824,0.24242424242424243,Pistons,2022-12-20,Jazz
Bulls,Heat,"['Lonzo Ball', ' Javonte Green', ' Dalen Terry', ' Malcolm Hill', ' Carlik Jones', ' Marko Simonovic']","['Kyle Lowry', ' Caleb Martin', ' Jimmy Butler', ' Gabe Vincent', ' Omer Yurtseven']",0.4,0.5,Heat,2022-12-20,Bulls
Warriors,Knicks,"['JaMychal Green', ' Donte DiVincenzo', ' Andrew Wiggins', ' Andre Iguodala', ' Stephen Curry']","['Obi Toppin', ' DaQuan Jeffries', ' Trevor Keels']",0.46875,0.5806451612903226,Knicks,2022-12-20,Knicks
Wizards,Suns,"['Devon Dotson', ' Delon Wright', ' Johnny Davis', ' Vernon Carey Jr.', ' Rui Hachimura', ' Isaiah Todd']","['Cameron Johnson', ' Jock Landale', ' Cameron Payne', ' Jae Crowder', ' Josh Okogie']",0.375,0.59375,Suns,2022-12-20,Wizards
Grizzlies,Nuggets,"['Desmond Bane', ' Danny Green', ' Vince Williams Jr.', ' Kenneth Lofton Jr.']","['Michael Porter Jr.', ' Collin Gillespie', ' Jamal Murray', ' Jack White', ' Peyton Watson']",0.6333333333333333,0.6333333333333333,Nuggets,2022-12-20,Nuggets
